<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VTBR;D;210219;000000;0.0368050;0.0374650;0.0367150;0.0373800;20646160000
VTBR;D;210220;000000;0.0373200;0.0373800;0.0371500;0.0373100;3098040000
VTBR;D;210222;000000;0.0374600;0.0376250;0.0369700;0.0373500;10317550000
VTBR;D;210224;000000;0.0372000;0.0375800;0.0371100;0.0374800;16602680000
VTBR;D;210225;000000;0.0375500;0.0381000;0.0373250;0.0374150;36406460000
VTBR;D;210226;000000;0.0372800;0.0377200;0.0369600;0.0370750;33532730000
VTBR;D;210301;000000;0.0372600;0.0374600;0.0372150;0.0373850;14681550000
VTBR;D;210302;000000;0.0372700;0.0377300;0.0371250;0.0376050;19682030000
VTBR;D;210303;000000;0.0377750;0.0380850;0.0373000;0.0374450;25544080000
VTBR;D;210304;000000;0.0374700;0.0377550;0.0368500;0.0369750;31175250000
VTBR;D;210305;000000;0.0371600;0.0376000;0.0369650;0.0375900;25882480000
VTBR;D;210309;000000;0.0376400;0.0386350;0.0375950;0.0384650;40764200000
VTBR;D;210310;000000;0.0383000;0.0390900;0.0380850;0.0383100;26415870000
VTBR;D;210311;000000;0.0384350;0.0386550;0.0378150;0.0382650;24632460000
VTBR;D;210312;000000;0.0382800;0.0382950;0.0379750;0.0381750;12839710000
VTBR;D;210315;000000;0.0383000;0.0388000;0.0382050;0.0385700;22959230000
VTBR;D;210316;000000;0.0385000;0.0389200;0.0383000;0.0387650;19199060000
VTBR;D;210317;000000;0.0387500;0.0388250;0.0378450;0.0382150;26202870000
VTBR;D;210318;000000;0.0383300;0.0384500;0.0374450;0.0376100;26253390000
VTBR;D;210319;000000;0.0376300;0.0380300;0.0374200;0.0378500;27769730000
VTBR;D;210322;000000;0.0378100;0.0386000;0.0377200;0.0381600;29542990000
VTBR;D;210323;000000;0.0380900;0.0382900;0.0376250;0.0378000;22963540000
VTBR;D;210324;000000;0.0379500;0.0381950;0.0378150;0.0379150;13779590000
VTBR;D;210325;000000;0.0379200;0.0381650;0.0376700;0.0380500;13863770000
VTBR;D;210326;000000;0.0381100;0.0384600;0.0381050;0.0383800;12057530000
VTBR;D;210329;000000;0.0383050;0.0389000;0.0381350;0.0387850;25066570000
VTBR;D;210330;000000;0.0389500;0.0399350;0.0388500;0.0398600;36307520000
VTBR;D;210331;000000;0.0399100;0.0428900;0.0398500;0.0427150;183364910000
VTBR;D;210401;000000;0.0430100;0.0436350;0.0423000;0.0425800;93354520000
VTBR;D;210402;000000;0.0427750;0.0431750;0.0420700;0.0428550;38628630000
VTBR;D;210405;000000;0.0428550;0.0444300;0.0427250;0.0443750;71690840000
VTBR;D;210406;000000;0.0444850;0.0449350;0.0428300;0.0429000;96153500000
VTBR;D;210407;000000;0.0429400;0.0444000;0.0426750;0.0441000;55991110000
VTBR;D;210408;000000;0.0443800;0.0449800;0.0438650;0.0440550;50183460000
VTBR;D;210409;000000;0.0440550;0.0441450;0.0434000;0.0437500;30685920000
VTBR;D;210412;000000;0.0436000;0.0445000;0.0433500;0.0440200;27490580000
VTBR;D;210413;000000;0.0442050;0.0455000;0.0441650;0.0454800;55308140000
VTBR;D;210414;000000;0.0457200;0.0471800;0.0456250;0.0467600;83028330000
VTBR;D;210415;000000;0.0459250;0.0467050;0.0456450;0.0463550;39375660000
VTBR;D;210416;000000;0.0467550;0.0475400;0.0465650;0.0474750;52215500000
VTBR;D;210419;000000;0.0476000;0.0478000;0.0463500;0.0464200;53776260000
VTBR;D;210420;000000;0.0466750;0.0482000;0.0459250;0.0468250;136845990000
VTBR;D;210421;000000;0.0467650;0.0479500;0.0464950;0.0478600;67672170000
VTBR;D;210422;000000;0.0479900;0.0482700;0.0472200;0.0480000;57146490000
VTBR;D;210423;000000;0.0481600;0.0515000;0.0480950;0.0513600;192176100000
VTBR;D;210426;000000;0.0518100;0.0521600;0.0504100;0.0513150;107092710000
VTBR;D;210427;000000;0.0513600;0.0517700;0.0508800;0.0512950;59668180000
VTBR;D;210428;000000;0.0516400;0.0517200;0.0501400;0.0503300;71944660000
VTBR;D;210429;000000;0.0506250;0.0512400;0.0494500;0.0500100;66592400000
VTBR;D;210430;000000;0.0498250;0.0516800;0.0495550;0.0516000;73626500000
VTBR;D;210504;000000;0.0518900;0.0549000;0.0517200;0.0546950;144339140000
VTBR;D;210505;000000;0.0548350;0.0556550;0.0535300;0.0541250;76267680000
VTBR;D;210506;000000;0.0541950;0.0548450;0.0535650;0.0542850;37924440000
VTBR;D;210507;000000;0.0544600;0.0545500;0.0524200;0.0527250;56897060000
VTBR;D;210510;000000;0.0529550;0.0531950;0.0502200;0.0508950;64890990000
VTBR;D;210511;000000;0.0508000;0.0516400;0.0495000;0.0495800;87124770000
VTBR;D;210512;000000;0.0498000;0.0501000;0.0484050;0.0486050;84964420000
VTBR;D;210513;000000;0.0487250;0.0512600;0.0485700;0.0510550;78435810000
VTBR;D;210514;000000;0.0512750;0.0515500;0.0496000;0.0500750;55181590000
VTBR;D;210517;000000;0.0501900;0.0503350;0.0477650;0.0479600;105350800000
VTBR;D;210518;000000;0.0481500;0.0485800;0.0456000;0.0456700;218952290000
VTBR;D;210519;000000;0.0451950;0.0474200;0.0441100;0.0453000;345383220000
VTBR;D;210520;000000;0.0454900;0.0466700;0.0447700;0.0463200;144516270000
VTBR;D;210521;000000;0.0464150;0.0464250;0.0451600;0.0456050;84364270000
VTBR;D;210524;000000;0.0458150;0.0460750;0.0451450;0.0454150;52714750000
VTBR;D;210525;000000;0.0454550;0.0456550;0.0451500;0.0453600;43736580000
VTBR;D;210526;000000;0.0455350;0.0477700;0.0455150;0.0474850;170810830000
VTBR;D;210527;000000;0.0474200;0.0491900;0.0468200;0.0486950;189240590000
VTBR;D;210528;000000;0.0488900;0.0490900;0.0478300;0.0483950;54151190000
VTBR;D;210531;000000;0.0484500;0.0489700;0.0484050;0.0487500;38974930000
VTBR;D;210601;000000;0.0489000;0.0500500;0.0487500;0.0495500;100617540000
VTBR;D;210602;000000;0.0495950;0.0499450;0.0488600;0.0499200;59806230000
VTBR;D;210603;000000;0.0500950;0.0502950;0.0489150;0.0493850;59963900000
VTBR;D;210604;000000;0.0494000;0.0494450;0.0478600;0.0486150;78822540000
VTBR;D;210607;000000;0.0485000;0.0490600;0.0483050;0.0487950;32884200000
VTBR;D;210608;000000;0.0487000;0.0501000;0.0485900;0.0500000;76961100000
VTBR;D;210609;000000;0.0500700;0.0511950;0.0500250;0.0511650;77661600000
VTBR;D;210610;000000;0.0512000;0.0513600;0.0500300;0.0502600;51271300000
VTBR;D;210611;000000;0.0504150;0.0509600;0.0499400;0.0504050;45865410000
VTBR;D;210614;000000;0.0505000;0.0507450;0.0498000;0.0499350;30622580000
VTBR;D;210615;000000;0.0500350;0.0502950;0.0488050;0.0491650;57334660000
VTBR;D;210616;000000;0.0491750;0.0496200;0.0478950;0.0483800;71860750000
VTBR;D;210617;000000;0.0481850;0.0487200;0.0477800;0.0484600;60652480000
VTBR;D;210618;000000;0.0484400;0.0484800;0.0472000;0.0473450;73766660000
VTBR;D;210621;000000;0.0471850;0.0485000;0.0467000;0.0482650;58724780000
VTBR;D;210622;000000;0.0485050;0.0486300;0.0479000;0.0482250;39033730000
VTBR;D;210623;000000;0.0483400;0.0486100;0.0479350;0.0482250;28779910000
VTBR;D;210624;000000;0.0483750;0.0492150;0.0480400;0.0485000;52358780000
VTBR;D;210625;000000;0.0486550;0.0489400;0.0483050;0.0486350;21823920000
VTBR;D;210628;000000;0.0488350;0.0497250;0.0463300;0.0496100;57709030000
VTBR;D;210629;000000;0.0495950;0.0496000;0.0481500;0.0486600;52136440000
VTBR;D;210630;000000;0.0488000;0.0489800;0.0476000;0.0484750;75750080000
VTBR;D;210701;000000;0.0485650;0.0491000;0.0484900;0.0489150;40335010000
VTBR;D;210702;000000;0.0489050;0.0490100;0.0485500;0.0487700;21836410000
VTBR;D;210705;000000;0.0488400;0.0507750;0.0487100;0.0505450;65518730000
VTBR;D;210706;000000;0.0507200;0.0508750;0.0491050;0.0494800;62045660000
VTBR;D;210707;000000;0.0496900;0.0499300;0.0490650;0.0494000;48431040000
VTBR;D;210708;000000;0.0490900;0.0491650;0.0484000;0.0486950;45262600000
VTBR;D;210709;000000;0.0487850;0.0491750;0.0484200;0.0489950;34188300000
VTBR;D;210712;000000;0.0491750;0.0493000;0.0485550;0.0488900;31009840000
VTBR;D;210713;000000;0.0489950;0.0490550;0.0481200;0.0482250;36648440000
VTBR;D;210714;000000;0.0470550;0.0474750;0.0469200;0.0473100;39001740000
VTBR;D;210715;000000;0.0473000;0.0478500;0.0468800;0.0471900;38173290000
VTBR;D;210716;000000;0.0471900;0.0477500;0.0470600;0.0472500;33676270000
VTBR;D;210719;000000;0.0470900;0.0472150;0.0456850;0.0460000;63299450000
VTBR;D;210720;000000;0.0461150;0.0465250;0.0458000;0.0462500;36741090000
VTBR;D;210721;000000;0.0462250;0.0470000;0.0460100;0.0469300;24683160000
VTBR;D;210722;000000;0.0470100;0.0474100;0.0465950;0.0467600;29518320000
VTBR;D;210723;000000;0.0469150;0.0470450;0.0465300;0.0467350;24831820000
VTBR;D;210726;000000;0.0465400;0.0467850;0.0463250;0.0465800;32495510000
VTBR;D;210727;000000;0.0464750;0.0466950;0.0460000;0.0462350;47592060000
VTBR;D;210728;000000;0.0463400;0.0481500;0.0462300;0.0480000;61930910000
VTBR;D;210729;000000;0.0481800;0.0490000;0.0478450;0.0483600;58742150000
VTBR;D;210730;000000;0.0483400;0.0488450;0.0476700;0.0484600;78190360000
VTBR;D;210802;000000;0.0489000;0.0494000;0.0485850;0.0487850;53822660000
VTBR;D;210803;000000;0.0488250;0.0492850;0.0481000;0.0489950;33794470000
VTBR;D;210804;000000;0.0491000;0.0491800;0.0488450;0.0491250;27314730000
VTBR;D;210805;000000;0.0491900;0.0499950;0.0490000;0.0496800;40713830000
VTBR;D;210806;000000;0.0497200;0.0503250;0.0493650;0.0499450;44798830000
VTBR;D;210809;000000;0.0497900;0.0514500;0.0494000;0.0510050;60242480000
VTBR;D;210810;000000;0.0513200;0.0521250;0.0511000;0.0518500;58371550000
VTBR;D;210811;000000;0.0519000;0.0531350;0.0515750;0.0531200;67692920000
VTBR;D;210812;000000;0.0531200;0.0534000;0.0518100;0.0520750;59174230000
VTBR;D;210813;000000;0.0520700;0.0526700;0.0512950;0.0514450;34576570000
VTBR;D;210816;000000;0.0512950;0.0524200;0.0510650;0.0523850;30904730000
VTBR;D;210817;000000;0.0522950;0.0530900;0.0521200;0.0523850;51862550000
VTBR;D;210818;000000;0.0526250;0.0527950;0.0511350;0.0511900;36457840000
VTBR;D;210819;000000;0.0510100;0.0510200;0.0498250;0.0504800;66071730000
VTBR;D;210820;000000;0.0504050;0.0511000;0.0495800;0.0506850;43915320000
VTBR;D;210823;000000;0.0512000;0.0514150;0.0509350;0.0513000;22122610000
VTBR;D;210824;000000;0.0513700;0.0517400;0.0505700;0.0510650;34744650000
VTBR;D;210825;000000;0.0510600;0.0512900;0.0504000;0.0510850;25775330000
VTBR;D;210826;000000;0.0509900;0.0510850;0.0498000;0.0500450;30228780000
VTBR;D;210827;000000;0.0502750;0.0508750;0.0497000;0.0508050;32729420000
VTBR;D;210830;000000;0.0508400;0.0522500;0.0508400;0.0521500;50997930000
VTBR;D;210831;000000;0.0523500;0.0529950;0.0521750;0.0526900;72008770000
VTBR;D;210901;000000;0.0529500;0.0532150;0.0524100;0.0532000;39137980000
VTBR;D;210902;000000;0.0533300;0.0535000;0.0521500;0.0524450;37272650000
VTBR;D;210903;000000;0.0525000;0.0529000;0.0518500;0.0524000;43176820000
VTBR;D;210906;000000;0.0526250;0.0545400;0.0525000;0.0540900;67832490000
VTBR;D;210907;000000;0.0543700;0.0548400;0.0530500;0.0536400;54673900000
VTBR;D;210908;000000;0.0538000;0.0544000;0.0529200;0.0537850;50136860000
VTBR;D;210909;000000;0.0537000;0.0537050;0.0522750;0.0523900;46935220000
VTBR;D;210910;000000;0.0526600;0.0532250;0.0517600;0.0519500;35833760000
VTBR;D;210913;000000;0.0522550;0.0525500;0.0519000;0.0525500;30488970000
VTBR;D;210914;000000;0.0525900;0.0527500;0.0512750;0.0514950;45190150000
VTBR;D;210915;000000;0.0515050;0.0524850;0.0511250;0.0521200;57177400000
VTBR;D;210916;000000;0.0520950;0.0523900;0.0511300;0.0516350;41151280000
VTBR;D;210917;000000;0.0516400;0.0519000;0.0512000;0.0514000;37145880000
VTBR;D;210920;000000;0.0510000;0.0510500;0.0494000;0.0499800;46619260000
VTBR;D;210921;000000;0.0502500;0.0507050;0.0494550;0.0500650;42503320000
VTBR;D;210922;000000;0.0505050;0.0511500;0.0499000;0.0508150;44608180000
VTBR;D;210923;000000;0.0510200;0.0513050;0.0501500;0.0507950;38142140000
VTBR;D;210924;000000;0.0507600;0.0511250;0.0503800;0.0509250;25031000000
VTBR;D;210927;000000;0.0513200;0.0523500;0.0511000;0.0523450;42785950000
VTBR;D;210928;000000;0.0524100;0.0531100;0.0505500;0.0508550;78922860000
VTBR;D;210929;000000;0.0508000;0.0515950;0.0504650;0.0509600;35752810000
VTBR;D;210930;000000;0.0512050;0.0522200;0.0511400;0.0516700;70384090000
VTBR;D;211001;000000;0.0512000;0.0515000;0.0508300;0.0514850;31062440000
VTBR;D;211004;000000;0.0514250;0.0524000;0.0509400;0.0516800;64507880000
VTBR;D;211005;000000;0.0519100;0.0539950;0.0515800;0.0538350;92923040000
VTBR;D;211006;000000;0.0539800;0.0549000;0.0527100;0.0541600;127190130000
VTBR;D;211007;000000;0.0545050;0.0551000;0.0537100;0.0542800;73785880000
VTBR;D;211008;000000;0.0543100;0.0547500;0.0538300;0.0545950;52683550000
VTBR;D;211011;000000;0.0548800;0.0565400;0.0547300;0.0561900;118882220000
VTBR;D;211012;000000;0.0558150;0.0559500;0.0552050;0.0553900;52215270000
VTBR;D;211013;000000;0.0555000;0.0556500;0.0543400;0.0551100;58989140000
VTBR;D;211014;000000;0.0553750;0.0560000;0.0545600;0.0553700;68234340000
VTBR;D;211015;000000;0.0555000;0.0557450;0.0549500;0.0556000;33823140000
VTBR;D;211018;000000;0.0555900;0.0558250;0.0550600;0.0557650;28656530000
VTBR;D;211019;000000;0.0561600;0.0574950;0.0558050;0.0574000;102410640000
VTBR;D;211020;000000;0.0572500;0.0575000;0.0562450;0.0566100;69015200000
VTBR;D;211021;000000;0.0561950;0.0565000;0.0546300;0.0551600;72371810000
VTBR;D;211022;000000;0.0552100;0.0559000;0.0542050;0.0544000;65823070000
VTBR;D;211025;000000;0.0547950;0.0562000;0.0539450;0.0561700;64170560000
VTBR;D;211026;000000;0.0564050;0.0564200;0.0555550;0.0559700;56624650000
VTBR;D;211027;000000;0.0552700;0.0560000;0.0549250;0.0550600;55190260000
VTBR;D;211028;000000;0.0549400;0.0552850;0.0530800;0.0537650;76476070000
VTBR;D;211029;000000;0.0534600;0.0535900;0.0520000;0.0527300;93209870000
VTBR;D;211101;000000;0.0527500;0.0535500;0.0523200;0.0535400;58731860000
VTBR;D;211102;000000;0.0536000;0.0537200;0.0523600;0.0528200;56257250000
VTBR;D;211103;000000;0.0524450;0.0529850;0.0518000;0.0528850;47766520000
VTBR;D;211105;000000;0.0524950;0.0528600;0.0521400;0.0528150;31781040000
VTBR;D;211108;000000;0.0531000;0.0533700;0.0518650;0.0523700;47113600000
VTBR;D;211109;000000;0.0522900;0.0523700;0.0510000;0.0515200;63044870000
VTBR;D;211110;000000;0.0513800;0.0516650;0.0500000;0.0500250;73373900000
VTBR;D;211111;000000;0.0501950;0.0514850;0.0500500;0.0512500;74183260000
VTBR;D;211112;000000;0.0513300;0.0515400;0.0495700;0.0502900;92636560000
VTBR;D;211115;000000;0.0503050;0.0523100;0.0501700;0.0518900;87658880000
VTBR;D;211116;000000;0.0521350;0.0522450;0.0508100;0.0510400;51833980000
VTBR;D;211117;000000;0.0509450;0.0519600;0.0508850;0.0515650;37425310000
VTBR;D;211118;000000;0.0515000;0.0530100;0.0505300;0.0525500;88356330000
VTBR;D;211119;000000;0.0530000;0.0532400;0.0501250;0.0504950;127245140000
VTBR;D;211122;000000;0.0501900;0.0503600;0.0480300;0.0484050;122087360000
VTBR;D;211123;000000;0.0481500;0.0500000;0.0470250;0.0498750;105029940000
VTBR;D;211124;000000;0.0501500;0.0503650;0.0489250;0.0493500;47920780000
VTBR;D;211125;000000;0.0495550;0.0496950;0.0486700;0.0487900;34386400000
VTBR;D;211126;000000;0.0476600;0.0479900;0.0465200;0.0465800;87388770000
VTBR;D;211129;000000;0.0476000;0.0480550;0.0465250;0.0473750;86170700000
VTBR;D;211130;000000;0.0465700;0.0480000;0.0464400;0.0471950;85805360000
VTBR;D;211201;000000;0.0477450;0.0485950;0.0472000;0.0475800;73891730000
VTBR;D;211202;000000;0.0476200;0.0490800;0.0476200;0.0489300;63022700000
VTBR;D;211203;000000;0.0491500;0.0492650;0.0481800;0.0486100;40929580000
VTBR;D;211206;000000;0.0487900;0.0492200;0.0474350;0.0480100;44443840000
VTBR;D;211207;000000;0.0480100;0.0486750;0.0471000;0.0483800;66568160000
VTBR;D;211208;000000;0.0485050;0.0491800;0.0466550;0.0472550;63970100000
VTBR;D;211209;000000;0.0473350;0.0479350;0.0464700;0.0469150;51939700000
VTBR;D;211210;000000;0.0470450;0.0471000;0.0458150;0.0459350;73401050000
VTBR;D;211213;000000;0.0460700;0.0462350;0.0424700;0.0429300;140553590000
VTBR;D;211214;000000;0.0428850;0.0445500;0.0390900;0.0444400;153659460000
VTBR;D;211215;000000;0.0445000;0.0448800;0.0434600;0.0447950;61033850000
VTBR;D;211216;000000;0.0448000;0.0467100;0.0447950;0.0462400;88077520000
VTBR;D;211217;000000;0.0461450;0.0473300;0.0456350;0.0469050;65035760000
VTBR;D;211220;000000;0.0465000;0.0465950;0.0453500;0.0463650;66018850000
VTBR;D;211221;000000;0.0465100;0.0474750;0.0460600;0.0473400;55892470000
VTBR;D;211222;000000;0.0472750;0.0481950;0.0469500;0.0475750;59553050000
VTBR;D;211223;000000;0.0475900;0.0482000;0.0469750;0.0472000;37773120000
VTBR;D;211224;000000;0.0472250;0.0473450;0.0462050;0.0470900;34994850000
VTBR;D;211227;000000;0.0470350;0.0480500;0.0470100;0.0477300;47058120000
VTBR;D;211228;000000;0.0478200;0.0484500;0.0476750;0.0483950;48831590000
VTBR;D;211229;000000;0.0484150;0.0485800;0.0477600;0.0484300;28213750000
VTBR;D;211230;000000;0.0484250;0.0486150;0.0479250;0.0481950;30718110000
VTBR;D;220103;000000;0.0483500;0.0494950;0.0483500;0.0494500;27952860000
VTBR;D;220104;000000;0.0494550;0.0498700;0.0490600;0.0497000;29795100000
VTBR;D;220105;000000;0.0495900;0.0498650;0.0471750;0.0473600;47637090000
VTBR;D;220106;000000;0.0473650;0.0485000;0.0470500;0.0484450;39690360000
VTBR;D;220110;000000;0.0486800;0.0492650;0.0482200;0.0489500;34752810000
VTBR;D;220111;000000;0.0489950;0.0504000;0.0486750;0.0502600;47473490000
VTBR;D;220112;000000;0.0502400;0.0508600;0.0498750;0.0501100;48695060000
VTBR;D;220113;000000;0.0500900;0.0502400;0.0458400;0.0470750;173662550000
VTBR;D;220114;000000;0.0473750;0.0479900;0.0438400;0.0464100;195047170000
VTBR;D;220117;000000;0.0465050;0.0468250;0.0448600;0.0465000;106291620000
VTBR;D;220118;000000;0.0465350;0.0466950;0.0430700;0.0436350;157232450000
VTBR;D;220119;000000;0.0430450;0.0465000;0.0411250;0.0452750;149932310000
VTBR;D;220120;000000;0.0452650;0.0468200;0.0448050;0.0454150;102642330000
VTBR;D;220121;000000;0.0450950;0.0462500;0.0437600;0.0439350;80605280000
VTBR;D;220124;000000;0.0443600;0.0444850;0.0395500;0.0411800;217292640000
VTBR;D;220125;000000;0.0409950;0.0427000;0.0406000;0.0425350;139074340000
VTBR;D;220126;000000;0.0425400;0.0427750;0.0405500;0.0412900;174290320000
VTBR;D;220127;000000;0.0407800;0.0441200;0.0406650;0.0431000;150166500000
VTBR;D;220128;000000;0.0433000;0.0442550;0.0426450;0.0433950;75263310000
VTBR;D;220131;000000;0.0435650;0.0444000;0.0430000;0.0437800;94736510000
VTBR;D;220201;000000;0.0438000;0.0440950;0.0422150;0.0426950;94942590000
VTBR;D;220202;000000;0.0429400;0.0432250;0.0418800;0.0424000;67025650000
VTBR;D;220203;000000;0.0421950;0.0423450;0.0408000;0.0412450;67836610000
VTBR;D;220204;000000;0.0416200;0.0421250;0.0407250;0.0412500;66771180000
VTBR;D;220207;000000;0.0412000;0.0416400;0.0405750;0.0411000;51173100000
VTBR;D;220208;000000;0.0411950;0.0422300;0.0408850;0.0422050;97398660000
VTBR;D;220209;000000;0.0423400;0.0430000;0.0420550;0.0427400;119411110000
VTBR;D;220210;000000;0.0427400;0.0429000;0.0416500;0.0419000;104282660000
VTBR;D;220211;000000;0.0418200;0.0420500;0.0401000;0.0405000;102153250000
VTBR;D;220214;000000;0.0400400;0.0405500;0.0386350;0.0402850;144102300000
VTBR;D;220215;000000;0.0404000;0.0418950;0.0403350;0.0418850;97496180000
VTBR;D;220216;000000;0.0420450;0.0433800;0.0420000;0.0429250;121135790000
VTBR;D;220217;000000;0.0429250;0.0429500;0.0408600;0.0411850;115789030000
VTBR;D;220218;000000;0.0413700;0.0418800;0.0388200;0.0392900;135828150000
VTBR;D;220221;000000;0.0391500;0.0402000;0.0292000;0.0321200;472533630000
VTBR;D;220222;000000;0.0319700;0.0345800;0.0289600;0.0342150;417804630000
VTBR;D;220224;000000;0.0305100;0.0305100;0.0163900;0.0201000;425562810000
VTBR;D;220225;000000;0.0202000;0.0226950;0.0182500;0.0201100;220823080000
VTBR;D;220324;000000;0.0181100;0.0217700;0.0159950;0.0190000;128516470000
VTBR;D;220325;000000;0.0196850;0.0198050;0.0171000;0.0175000;71122410000
VTBR;D;220328;000000;0.0175500;0.0176950;0.0165000;0.0168500;37849850000
VTBR;D;220329;000000;0.0168700;0.0179450;0.0162200;0.0165000;58790390000
VTBR;D;220330;000000;0.0175000;0.0175450;0.0169450;0.0171550;40451440000
VTBR;D;220331;000000;0.0173550;0.0199200;0.0173550;0.0198000;183083970000
VTBR;D;220401;000000;0.0205000;0.0238450;0.0198950;0.0225000;241831410000
VTBR;D;220404;000000;0.0230200;0.0251500;0.0225000;0.0251000;298584840000
VTBR;D;220405;000000;0.0258100;0.0263600;0.0218000;0.0230800;359917190000
VTBR;D;220406;000000;0.0220900;0.0235000;0.0212200;0.0219500;148251240000
VTBR;D;220407;000000;0.0219950;0.0231150;0.0219950;0.0228100;80776180000
VTBR;D;220408;000000;0.0230600;0.0232800;0.0220050;0.0223600;55110920000
VTBR;D;220411;000000;0.0220700;0.0226300;0.0214000;0.0215000;58669590000
VTBR;D;220412;000000;0.0216950;0.0216950;0.0201500;0.0211100;72511420000
VTBR;D;220413;000000;0.0214300;0.0216150;0.0208300;0.0211350;36731250000
